Date,SPY_hedged_1PCT,EQ_WGT_1PCT
9/8/16,-5.273e-06,-2.3545e-05
9/9/16,-0.002797089,-0.002640694
9/12/16,6.9334e-05,0.000471766
9/13/16,-0.001658745,-0.001687301
9/14/16,0.000312662,0.000278347
9/15/16,0.000281291,0.000370817
9/16/16,0.00036407,0.000523186
9/19/16,0.000224347,-0.001401614
9/20/16,9.754e-06,-0.003143934
9/21/16,0.000545446,0.00277391
9/22/16,0.000386478,0.000986168
9/23/16,-2.9263e-05,0.000328994
9/26/16,-0.000772956,-0.000233616
9/27/16,0.000678577,0.000464528
9/28/16,0.000197193,-0.000138401
9/29/16,-0.000354843,-1.8767e-05
9/30/16,0.000743166,0.000151637
10/3/16,0.000171885,0.000307442
10/4/16,7.0389e-05,-0.000727625
10/5/16,0.000264155,6.0773e-05
10/6/16,0.000284454,5.325e-05
10/7/16,0.000168722,0.000496042
10/10/16,0.000468466,0.000288696
10/11/16,-0.000969359,-0.000468513
10/12/16,0.000130759,0.000337045
10/13/16,-8.9897e-05,2.7509e-05
10/14/16,0.000380942,0.00028408
10/17/16,7.3288e-05,0.000293941
10/18/16,0.000262837,0.000341071
10/19/16,0.000190339,0.00020997
10/20/16,0.000240165,0.000153223
10/21/16,0.000204311,0.000356422
10/24/16,0.000168985,0.00028896
10/25/16,-0.000136823,-7.2098e-05
10/26/16,0.000127596,0.000197933
10/27/16,-4.218e-05,-4.3958e-05
10/28/16,2.2672e-05,6.71e-07
10/31/16,2.9263e-05,0.000385232
11/1/16,-0.000215647,-0.000400258
11/2/16,0.000101497,0.000321512
11/3/16,-0.000700459,-1.897e-05
11/4/16,-0.000104397,-0.000171278
11/7/16,0.000276018,0.000622915
11/8/16,8.3306e-05,7.73e-07
11/9/16,0.000685168,-0.00056019
11/10/16,0.000230411,-0.000886988
11/11/16,0.000479275,-0.001073291
11/14/16,0.000575499,0.000220542
11/15/16,7.6716e-05,0.000415934
11/16/16,0.000276018,-0.000157411
11/17/16,-4.3499e-05,0.000192789
11/18/16,0.000189285,0.000115812
11/21/16,-2.7417e-05,0.000124981
11/22/16,4.8507e-05,2.6452e-05
11/23/16,1.8454e-05,-6.429e-05
11/25/16,-8.436e-06,7.6733e-05
11/28/16,5.6944e-05,-7.4944e-05
11/29/16,-2.399e-05,6.2521e-05
11/30/16,-5.27e-07,-0.000501268
12/1/16,-0.000320044,-0.000326066
12/2/16,0.000306335,0.000314029
12/5/16,0.000767684,0.000530038
12/6/16,0.000162131,0.000274565
12/7/16,-0.001196606,-0.000891644
12/8/16,-0.000277073,-0.000362806
12/9/16,9.4115e-05,0.000190573
12/12/16,1.6345e-05,0.000283104
12/13/16,-8.7524e-05,8.0983e-05
12/14/16,0.000293418,-0.000199458
12/15/16,0.000246228,6.181e-05
12/16/16,-0.000757402,1.6632e-05
12/19/16,0.000409941,0.000738747
12/20/16,-1.4763e-05,-0.000161457
12/21/16,0.000107824,0.000356625
12/22/16,0.000332171,0.000111806
12/23/16,3.8753e-05,0.000227252
12/27/16,-0.000147895,0.000441756
12/28/16,-2.5045e-05,5.7377e-05
12/29/16,0.000109142,0.000164649
12/30/16,1.2127e-05,-5.9227e-05
1/3/17,0.000525673,0.00057117
1/4/17,0.000263364,-0.000253338
1/5/17,0.000210902,9.719e-06
1/6/17,3.164e-06,0.000506534
1/9/17,0.000374351,0.000327449
1/10/17,0.000201148,0.000234104
1/11/17,0.000129705,0.000196144
1/12/17,0.000113096,0.000140617
1/13/17,0.000136032,0.000463104
1/17/17,0.000166085,-0.000125998
1/18/17,-2.1354e-05,0.000193135
1/19/17,7.4079e-05,-3.7838e-05
1/20/17,0.000352206,0.000491732
1/23/17,0.000213275,0.000270539
1/24/17,-5.9053e-05,-0.000244392
